"Duration__in_seconds_","ResponseId","interviewer_id","study_area_sa","test_survey","surv_taker","quota_age_","quota_gender","quota_age_SNIS","quota_educ_ZA","quota_edu_GH","quota_edu_IN","quota_edu_ID","informed_perception","perception_current","perception_past","perception_spatial","concern_gen","concern_second_perso","concern_second_gov","quota_gender.0","quota_education","hh_inc_ZA","hh_inc_Jak","hh_inc_Acc","hh_inc_Del","attn_check_pt","trust_loc_gov","trust_nat_gov","trust_bus_ind","trust_citizens","trust_experts","trust_ios","trust_ranking","trust_ranking_slider","trust_city_cap","trust_city_commit","trust_city_citizen","gen_social_trust","attn_check_other","envir_tradeoff","pre_treat_trust","trust_support_base","lgov_support","lgov_implementation","lgov_fairness","lgov_coordination","lgov_accountability","bigco_support","bigco_implementation","bigco_fairness","bigco_coordination","bigco_accountability","smallco_support","smallco_implement","smallco_fairness","smallco_coordination","smallco_accountab","manipul_check_trust","follow_up_probe_break_promises","follow_up_probe_capacity","follow_up_probe_not_willing","follow_up_probe_compliance","trust_traitor","trust_bad_compromise","trust_actor_reward_loc_gov","trust_actor_reward_experts","trust_actor_reward_ios","trust_actor_reward_citizens","trust_actor_reward_business","trust_actor_reward_none","trust_actor_punish_loc_gov","trust_actor_punish_experts","trust_actor_punish_ios","trust_actor_punish_citizens","trust_actor_punish_business","trust_actor_punish_none","difficulty_1","comments","date_survey","surv_city","display","RespID","trust_actors_treat_assign","del_split","jak_split","end_flag","quota_female_male","attn_fail_other","attn_fail_pt","attn_fail_time","attn_drop","attn_drop_reason","date","video_understand","potential_drop","age","gender","income","edu"
1805,"R_9qkE4XAP66LzWgd",NA,NA,NA,NA,NA,2,1,NA,NA,6,NA,1,1,1,2,3,2,2,NA,NA,NA,NA,NA,9,1,3,3,2,2,2,3,NA,1,4,3,3,3,1,2,1,3,5,4,4,3,3,NA,NA,NA,NA,NA,5,4,4,4,3,4,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Very nice","21/02/2025","del_online","open_ended","","local_gov_small_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-02-21",4,0,1,2,9,6
1339,"R_9rCxQyW3c6CkLlv",NA,NA,NA,NA,NA,1,3,NA,NA,NA,6,4,5,5,5,3,3,3,NA,NA,NA,7,NA,NA,1,5,5,5,5,5,5,NA,1,4,5,5,5,1,2,1,5,NA,NA,NA,NA,NA,5,5,4,5,4,5,5,5,5,5,3,NA,NA,NA,NA,5,5,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,5,"Survei nya menarik","21/02/2025","jak_online","reward_punish","","small_coalition_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",5,0,3,1,7,6
1887,"R_9f0Kemka7vnwQ1b",NA,NA,NA,NA,NA,2,1,NA,NA,NA,6,4,3,2,4,3,2,1,NA,NA,NA,8,NA,NA,1,2,2,2,2,2,4,NA,4,2,2,2,2,1,2,2,5,5,4,4,4,4,NA,NA,NA,NA,NA,5,5,5,4,5,1,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Tidak ada","21/02/2025","jak_online","open_ended","","local_gov_small_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-02-21",5,0,1,2,8,6
1190,"R_4aDoa9smsC8AQIw",NA,NA,NA,NA,NA,1,2,NA,NA,NA,6,4,5,3,4,4,3,3,NA,NA,NA,2,NA,NA,1,5,5,5,5,5,5,NA,2,5,4,5,5,1,2,1,5,NA,NA,NA,NA,NA,5,4,4,4,4,5,5,4,5,5,2,NA,NA,NA,NA,5,4,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,4,"Terima kasih Terima","21/02/2025","jak_online","reward_punish","","small_coalition_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",5,0,2,1,2,6
637,"R_9d4zIL9Gww3ldsD",NA,NA,NA,NA,NA,1,2,NA,NA,NA,6,4,2,1,4,4,3,1,NA,NA,NA,9,NA,NA,1,1,4,2,3,3,4,NA,4,5,2,1,2,1,2,1,4,4,4,3,4,5,4,4,4,3,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,5,"","21/02/2025","jak_online","reward_punish","","local_gov_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",5,0,2,1,9,6
1829,"R_49Azqw0r1GmUo0h",NA,NA,NA,NA,NA,1,3,NA,NA,NA,3,4,2,2,3,4,3,3,NA,NA,NA,6,NA,NA,1,5,5,5,5,5,5,NA,3,5,5,5,5,1,2,1,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,3,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Survei sangat bagus karna mengenai perbaikan polusi yang ada dinegara saya dan saya berharap kualitas udara di negara saya sangat lebih baik ditahun kedepanya","21/02/2025","jak_online","open_ended","","small_coalition_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",5,0,3,1,6,3
2010,"R_9339MxVgdeunYFb",NA,NA,NA,NA,NA,1,2,NA,NA,NA,6,4,2,3,2,3,2,2,NA,NA,NA,9,NA,NA,1,3,4,3,2,4,5,NA,4,4,4,3,4,1,1,1,4,4,4,3,4,4,5,4,4,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","21/02/2025","jak_online","open_ended","","local_gov_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",5,0,2,1,9,6
1271,"R_9SaeyctJNSebkfn",NA,NA,NA,NA,NA,2,1,NA,NA,6,NA,4,1,2,2,4,4,1,NA,NA,NA,NA,NA,10,1,3,3,1,3,2,4,NA,4,5,4,4,4,1,1,1,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,4,5,3,NA,NA,NA,NA,4,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,5,"","21/02/2025","del_online","reward_punish","","small_coalition_big_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-02-21",5,0,1,2,10,6
1798,"R_9QJDt4viExogoSl",NA,NA,NA,NA,NA,1,3,NA,NA,NA,3,3,3,3,3,2,2,2,NA,NA,NA,7,NA,NA,1,4,4,4,4,4,4,NA,2,4,4,4,4,1,2,2,4,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,4,4,1,1,NA,NA,1,NA,1,1,NA,NA,1,NA,4,"tidak ada saran","21/02/2025","jak_online","reward_punish","","small_coalition_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",4,0,3,1,7,3
919,"R_9uNfdO3QsJQDmV3",NA,NA,NA,NA,NA,1,2,NA,NA,8,NA,5,2,3,4,3,3,2,NA,NA,NA,NA,NA,10,1,2,3,1,5,2,1,NA,2,4,2,3,3,1,2,2,4,4,4,3,2,3,4,4,4,2,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Make the questions short and easy to read","21/02/2025","del_online","open_ended","","local_gov_big_coalition","fairness_trust","","complete","male","","","",NA,NA,"2025-02-21",5,0,2,1,10,8
762,"R_4OlB4MDTnfwzq7L",NA,NA,NA,NA,NA,2,1,NA,NA,7,NA,5,2,1,1,4,4,3,NA,NA,NA,NA,NA,-99,1,4,4,2,2,4,1,NA,1,5,5,5,5,1,1,1,5,5,4,4,4,4,5,4,5,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,5,1,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,5,"Good","21/02/2025","del_online","reward_punish","","local_gov_big_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-02-21",5,0,1,2,-99,7
1405,"R_9N9WanXOlub6VUt",NA,NA,NA,NA,NA,2,1,NA,NA,6,NA,4,2,3,4,3,2,2,NA,NA,NA,NA,NA,1,1,3,4,4,3,3,4,NA,3,5,3,3,2,1,1,1,4,NA,NA,NA,NA,NA,5,4,4,4,4,5,4,4,4,4,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No suggestions.","21/02/2025","del_online","open_ended","","small_coalition_big_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-02-21",5,0,1,2,1,6
838,"R_4hA5lLczY4OeQY6",NA,NA,NA,NA,NA,2,3,NA,NA,7,NA,5,1,1,1,4,4,3,NA,NA,NA,NA,NA,10,1,2,5,2,3,4,4,NA,3,4,5,5,5,1,2,1,5,5,5,4,5,5,NA,NA,NA,NA,NA,5,5,4,5,5,1,NA,NA,NA,NA,5,5,1,1,1,NA,1,NA,1,NA,1,1,1,NA,5,"Its vey good survey","21/02/2025","del_online","reward_punish","","local_gov_small_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-02-21",5,0,3,2,10,7
923,"R_9F2Ngei8vUaBK05",NA,NA,NA,NA,NA,2,3,NA,NA,NA,6,5,1,1,1,4,4,4,NA,NA,NA,9,NA,NA,1,5,5,5,5,5,5,NA,2,5,5,5,1,1,2,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,1,NA,NA,NA,NA,5,1,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,5,"Terimakasih","21/02/2025","jak_online","reward_punish","","local_gov_small_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-02-21",5,0,3,2,9,6
999,"R_9qmnpjS0qe7Exel",NA,NA,NA,NA,NA,1,1,NA,NA,6,NA,4,1,1,1,3,2,2,NA,NA,NA,NA,NA,8,1,2,4,3,4,3,3,NA,2,4,4,3,4,1,2,1,4,5,4,4,4,5,4,4,5,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","21/02/2025","del_online","open_ended","","local_gov_big_coalition","fairness_trust","","complete","male","","","",NA,NA,"2025-02-21",4,0,1,1,8,6
2296,"R_9DwOftsEnEvPyUF",NA,NA,NA,NA,NA,2,2,NA,NA,NA,6,4,3,2,4,2,2,2,NA,NA,NA,5,NA,NA,1,2,1,2,2,4,2,NA,2,5,2,2,2,1,1,1,5,NA,NA,NA,NA,NA,5,4,4,4,5,5,4,4,4,5,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Pembahasan tentang polusi membuat saya secara lebih mendalami permasalahan yang saat ini sedang dihadapi kota Jakarta. Semog baik pemerinth maupun masyarakat semakin sadar dan mau berpartisipasi dalam upaya mengurangi polusi di kota Jakarta.","21/02/2025","jak_online","open_ended","","small_coalition_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-02-21",5,0,2,2,5,6
1708,"R_9eF4wlfDCrHkf29",NA,NA,NA,NA,NA,2,1,NA,NA,NA,5,4,3,2,3,3,2,1,NA,NA,NA,3,NA,NA,1,4,4,2,4,2,4,NA,2,5,4,2,4,1,2,1,5,5,4,4,5,4,4,4,2,4,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,4,1,NA,1,1,NA,NA,1,NA,NA,1,1,NA,4,"tidak ada","21/02/2025","jak_online","reward_punish","","local_gov_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-02-21",5,0,1,2,3,5
1562,"R_4kK8aPw4Ggv6ZTb",NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,3,2,3,3,3,1,2,NA,NA,NA,3,NA,NA,1,4,2,2,1,4,4,NA,3,4,5,4,2,5,1,1,5,5,4,4,5,4,5,4,4,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Survey yang sangat bagus dan efektif untuk pembelajaran tentang polusi dan sangat peduli dengan keadaan lingkungan sekitar 

Sukses terusss!","21/02/2025","jak_online","open_ended","","local_gov_big_coalition","","fairness_trust","complete","male","fail","","",NA,NA,"2025-02-21",5,0,1,1,3,3
853,"R_4TwRuQUQhN8wlaN",NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,5,5,3,3,4,4,4,NA,NA,NA,6,NA,NA,1,4,4,4,5,5,4,NA,3,5,5,4,4,1,1,1,5,5,5,4,5,5,NA,NA,NA,NA,NA,4,4,5,5,5,2,NA,NA,NA,NA,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,5,"","21/02/2025","jak_online","reward_punish","","local_gov_small_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",5,0,1,1,6,3
940,"R_4KcD3Fa6WWGXX4P",NA,NA,NA,NA,NA,2,1,NA,NA,6,NA,5,3,2,3,4,4,4,NA,NA,NA,NA,NA,1,1,3,4,3,4,3,3,NA,2,3,5,3,4,1,2,1,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,3,NA,NA,NA,NA,5,5,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,5,"Nothing","21/02/2025","del_online","reward_punish","","small_coalition_big_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-02-21",5,0,1,2,1,6
1699,"R_4GfcF47YgblGmDo",NA,NA,NA,NA,NA,1,1,NA,NA,7,NA,1,1,2,1,2,2,2,NA,NA,NA,NA,NA,8,1,4,3,3,3,4,4,NA,4,3,5,3,3,1,1,2,5,NA,NA,NA,NA,NA,5,5,4,4,4,5,4,4,4,4,2,NA,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,"Good survey","21/02/2025","del_online","reward_punish","","small_coalition_big_coalition","fairness_trust","","complete","male","","","",NA,NA,"2025-02-21",5,0,1,1,8,7
6611,"R_9LdbGtBegwSq049",NA,NA,NA,NA,NA,2,1,NA,NA,7,NA,3,2,2,3,2,3,1,NA,NA,NA,NA,NA,10,1,3,3,3,3,3,3,NA,1,3,3,3,3,1,1,2,4,NA,NA,NA,NA,NA,4,4,3,3,3,4,4,3,3,3,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","21/02/2025","del_online","open_ended","","small_coalition_big_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-02-21",5,0,1,2,10,7
2908,"R_4qjqKIKPSBi2l7r",NA,NA,NA,NA,NA,2,3,NA,NA,7,NA,5,1,1,1,4,4,1,NA,NA,NA,NA,NA,10,1,1,1,2,3,2,3,NA,2,5,1,2,3,1,2,1,5,2,2,2,2,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,1,1,1,1,1,NA,1,1,1,1,1,NA,5,"Excellent survey. More relevant surveys like this one. Thanks.","21/02/2025","del_online","reward_punish","","local_gov_big_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-02-21",5,0,3,2,10,7
1423,"R_9MfA5SP7jv24Y8g",NA,NA,NA,NA,NA,1,2,NA,NA,7,NA,5,1,1,2,4,4,4,NA,NA,NA,NA,NA,10,1,5,5,5,5,5,4,NA,2,5,5,5,5,1,1,2,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,2,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"The survey was amazing","21/02/2025","del_online","open_ended","","small_coalition_big_coalition","fairness_trust","","complete","male","","","",NA,NA,"2025-02-21",5,0,2,1,10,7
1587,"R_4JlxgxS7OWLhJZy",NA,NA,NA,NA,NA,2,3,NA,NA,NA,3,5,1,2,4,3,2,1,NA,NA,NA,4,NA,NA,1,1,1,1,2,2,1,NA,2,5,5,2,2,4,2,1,4,4,2,1,1,2,NA,NA,NA,NA,NA,5,2,1,2,2,1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","21/02/2025","jak_online","open_ended","","local_gov_small_coalition","","fairness_trust","complete","female","fail","","",NA,NA,"2025-02-21",5,0,3,2,4,3
1218,"R_4U9E63fH4dkVI8u",NA,NA,NA,NA,NA,1,1,NA,NA,6,NA,4,3,4,3,4,3,2,NA,NA,NA,NA,NA,10,1,2,2,2,1,4,4,NA,3,5,4,4,4,1,2,2,5,5,5,4,5,5,NA,NA,NA,NA,NA,5,5,4,4,5,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","21/02/2025","del_online","open_ended","","local_gov_small_coalition","fairness_trust","","complete","male","","","",NA,NA,"2025-02-21",5,0,1,1,10,6
3475,"R_4ieP78rXp4Fsdma",NA,NA,NA,NA,NA,2,2,NA,NA,7,NA,5,3,3,1,2,3,4,NA,NA,NA,NA,NA,8,1,2,3,4,3,5,2,NA,4,4,2,3,4,1,2,1,4,NA,NA,NA,NA,NA,3,2,5,4,4,2,4,3,4,3,4,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,4,"","21/02/2025","del_online","reward_punish","","small_coalition_big_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-02-21",4,0,2,2,8,7
2090,"R_2JIBQclobGjpBjh",NA,NA,NA,NA,NA,2,2,NA,5,NA,NA,4,3,3,3,3,2,2,NA,NA,NA,NA,4,NA,1,3,2,2,3,2,3,NA,2,3,3,2,3,1,1,2,4,4,4,4,4,5,4,5,4,5,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"The survey is very informative","21/02/2025","acc_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-21",5,0,2,2,4,5
1045,"R_9sgeEP49T1rXw4x",NA,NA,NA,NA,NA,2,1,NA,NA,3,NA,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,10,1,4,4,2,4,2,2,NA,3,4,4,4,4,1,1,2,4,4,4,4,4,4,4,5,5,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Excellent","21/02/2025","del_online","open_ended","","local_gov_big_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-02-21",4,0,1,2,10,3
1150,"R_4LiQjuJT5ZdVI64",NA,NA,NA,NA,NA,2,3,NA,NA,7,NA,4,2,2,4,3,2,2,NA,NA,NA,NA,NA,10,1,3,4,3,4,4,4,NA,3,4,3,3,3,1,1,2,5,NA,NA,NA,NA,NA,5,4,5,5,5,5,4,4,4,4,1,NA,NA,NA,NA,3,2,1,1,NA,1,NA,NA,1,1,NA,1,NA,NA,5,"","21/02/2025","del_online","reward_punish","","small_coalition_big_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-02-21",5,0,3,2,10,7
2030,"R_4D5Dt20zIsetzo5",NA,NA,NA,NA,NA,2,3,NA,NA,6,NA,3,2,2,1,3,1,2,NA,NA,NA,NA,NA,10,1,3,4,2,2,3,4,NA,2,5,3,3,3,1,1,1,4,NA,NA,NA,NA,NA,4,4,3,2,3,5,4,4,2,3,1,NA,NA,NA,NA,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,"Very important topic in easy to understand .","21/02/2025","del_online","reward_punish","","small_coalition_big_coalition","fairness_trust","","complete","female","","","",NA,NA,"2025-02-21",5,0,3,2,10,6
2893,"R_9CrQem68s1UVHFe",NA,NA,NA,NA,NA,2,3,NA,NA,NA,6,3,3,1,3,3,3,2,NA,NA,NA,1,NA,NA,1,2,2,2,3,2,2,NA,4,5,2,2,2,1,2,2,3,NA,NA,NA,NA,NA,4,3,2,2,4,5,4,4,3,4,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Pertanyaan agar dipersingkat dan dibuat lebih efektif.","21/02/2025","jak_online","open_ended","","small_coalition_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-02-21",4,0,3,2,1,6
661,"R_4Fy2M6N3whUvbep",NA,NA,NA,NA,NA,1,1,NA,NA,NA,6,4,3,2,3,3,3,3,NA,NA,NA,6,NA,NA,1,3,3,3,3,4,4,NA,2,4,4,4,4,2,1,1,4,4,5,4,4,4,4,4,4,5,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,"Selamat sore","21/02/2025","jak_online","reward_punish","","local_gov_big_coalition","","fairness_trust","complete","male","fail","","",NA,NA,"2025-02-21",4,0,1,1,6,6
889,"R_4p6ll5Z2hGehHIN",NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,4,2,3,4,2,3,3,NA,NA,NA,8,NA,NA,1,4,5,4,5,4,4,NA,3,5,4,5,4,1,2,1,5,5,5,5,5,4,NA,NA,NA,NA,NA,5,5,5,5,5,3,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"tidak ada","21/02/2025","jak_online","open_ended","","local_gov_small_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",5,0,2,1,8,3
912,"R_4Kr6NLkwW4yS8EW",NA,NA,NA,NA,NA,1,1,NA,NA,3,NA,2,2,4,3,3,3,3,NA,NA,NA,NA,NA,8,1,2,2,4,2,4,2,NA,3,4,4,4,4,1,2,1,2,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,4,NA,NA,NA,NA,1,NA,1,NA,NA,1,1,NA,4,"No its good","21/02/2025","del_online","reward_punish","","local_gov_big_coalition","fairness_trust","","complete","male","","","",NA,NA,"2025-02-21",4,0,1,1,8,3
1185,"R_9lFcPEKMCoBFFAq",NA,NA,NA,NA,NA,2,1,NA,NA,NA,6,4,2,3,3,3,3,3,NA,NA,NA,10,NA,NA,1,2,2,2,4,2,3,NA,2,3,3,3,3,1,2,2,4,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,2,NA,NA,NA,NA,4,4,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,5,"Pertanyaan sudah sangat relevan dan mudah di oahami","21/02/2025","jak_online","reward_punish","","small_coalition_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-02-21",5,0,1,2,10,6
1270,"R_4VQulYQIBw9MfHN",NA,NA,NA,NA,NA,1,1,NA,NA,NA,3,4,3,2,4,3,3,1,NA,NA,NA,10,NA,NA,1,1,1,1,2,4,2,NA,4,4,2,1,2,1,2,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,4,5,5,1,NA,NA,NA,NA,3,4,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,2,"bagus","21/02/2025","jak_online","reward_punish","","local_gov_small_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",2,0,1,1,10,3
1262,"R_4EgWbR8mFr2Ebdd",NA,NA,NA,NA,NA,2,2,NA,NA,NA,6,5,3,3,4,3,3,4,NA,NA,NA,9,NA,NA,1,5,4,4,4,4,4,NA,2,4,4,5,4,1,1,1,5,4,5,4,5,4,NA,NA,NA,NA,NA,5,4,4,5,4,1,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Surveinya sangat bagus dan menarik","21/02/2025","jak_online","open_ended","","local_gov_small_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-02-21",5,0,2,2,9,6
834,"R_9QAr1ia9utwpEfI",NA,NA,NA,NA,NA,2,3,NA,NA,NA,6,5,2,3,2,4,4,4,NA,NA,NA,9,NA,NA,1,5,5,5,4,5,4,NA,1,5,5,4,5,1,2,1,5,4,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,5,"Mantap gan","21/02/2025","jak_online","reward_punish","","local_gov_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-02-21",5,0,3,2,9,6
708,"R_9J1GNuZT21Bvh8B",NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,4,3,2,2,2,3,3,NA,NA,NA,7,NA,NA,1,4,3,4,3,4,3,NA,2,4,4,3,3,1,2,1,4,4,4,3,3,4,4,4,3,4,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Kurang banyak","21/02/2025","jak_online","open_ended","","local_gov_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",4,0,2,1,7,3
1222,"R_4mr6VJtLTxabq37",NA,NA,NA,NA,NA,1,2,NA,NA,NA,6,4,2,2,4,3,3,3,NA,NA,NA,9,NA,NA,1,4,4,3,4,3,4,NA,2,3,3,3,4,1,2,1,4,NA,NA,NA,NA,NA,5,4,5,4,5,4,4,5,4,5,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Terimakasih banyak","21/02/2025","jak_online","open_ended","","small_coalition_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",4,0,2,1,9,6
1341,"R_4GunlWNMYexccTv",NA,NA,NA,NA,NA,2,2,NA,NA,NA,6,4,1,1,2,4,3,3,NA,NA,NA,10,NA,NA,1,3,4,4,3,3,3,NA,2,4,4,4,3,1,2,2,5,5,5,4,4,4,5,4,4,4,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,2,1,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,4,"Terimakasih,survei ini cukup menarik","21/02/2025","jak_online","reward_punish","","local_gov_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-02-21",4,0,2,2,10,6
1282,"R_4Vk0s2IllBsBDfo",NA,NA,NA,NA,NA,1,2,NA,NA,NA,3,5,2,3,5,4,4,4,NA,NA,NA,3,NA,NA,1,1,2,2,2,3,4,NA,1,4,3,5,4,1,2,1,5,4,5,5,4,5,NA,NA,NA,NA,NA,5,4,5,4,4,2,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Hadiah surveynya ditambah","21/02/2025","jak_online","open_ended","","local_gov_small_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",5,0,2,1,3,3
1584,"R_4Lk8LfuVCsPlwjm",NA,NA,NA,NA,NA,1,2,NA,NA,NA,6,4,2,2,2,3,3,2,NA,NA,NA,10,NA,NA,1,4,4,4,4,4,2,NA,2,4,4,4,3,1,2,1,4,5,4,4,3,4,5,5,4,3,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,1,1,1,1,1,NA,1,1,NA,1,1,NA,5,"Survei bagus topik polusi udara di jakarta dan kebijakan provinsi Jakarta terkait penanganan polusi udara.. survei yang bikin tambah wawasan..","21/02/2025","jak_online","reward_punish","","local_gov_big_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",5,0,2,1,10,6
1272,"R_4Q40ISedtmGfIE9",NA,NA,NA,NA,NA,1,2,NA,NA,NA,5,3,3,3,3,3,3,3,NA,NA,NA,8,NA,NA,1,3,3,3,3,3,3,NA,3,3,4,4,3,1,1,1,4,5,4,3,3,4,NA,NA,NA,NA,NA,4,4,4,4,4,1,NA,NA,NA,NA,3,3,1,NA,1,1,1,NA,1,NA,1,1,1,NA,4,"Tidak ada","21/02/2025","jak_online","reward_punish","","local_gov_small_coalition","","fairness_trust","complete","male","","","",NA,NA,"2025-02-21",5,0,2,1,8,5
