"Duration__in_seconds_","ResponseId","interviewer_id","study_area_sa","test_survey","surv_taker","quota_age_","quota_gender","quota_age_SNIS","quota_educ_ZA","quota_edu_GH","quota_edu_IN","quota_edu_ID","informed_perception","perception_current","perception_past","perception_spatial","concern_gen","concern_second_perso","concern_second_gov","quota_gender.0","quota_education","hh_inc_ZA","hh_inc_Jak","hh_inc_Acc","hh_inc_Del","attn_check_pt","trust_loc_gov","trust_nat_gov","trust_bus_ind","trust_citizens","trust_experts","trust_ios","trust_ranking","trust_ranking_slider","trust_city_cap","trust_city_commit","trust_city_citizen","gen_social_trust","attn_check_other","envir_tradeoff","pre_treat_trust","trust_support_base","lgov_support","lgov_implementation","lgov_fairness","lgov_coordination","lgov_accountability","bigco_support","bigco_implementation","bigco_fairness","bigco_coordination","bigco_accountability","smallco_support","smallco_implement","smallco_fairness","smallco_coordination","smallco_accountab","manipul_check_trust","follow_up_probe_break_promises","follow_up_probe_capacity","follow_up_probe_not_willing","follow_up_probe_compliance","trust_traitor","trust_bad_compromise","trust_actor_reward_loc_gov","trust_actor_reward_experts","trust_actor_reward_ios","trust_actor_reward_citizens","trust_actor_reward_business","trust_actor_reward_none","trust_actor_punish_loc_gov","trust_actor_punish_experts","trust_actor_punish_ios","trust_actor_punish_citizens","trust_actor_punish_business","trust_actor_punish_none","difficulty_1","comments","date_survey","surv_city","display","RespID","trust_actors_treat_assign","del_split","jak_split","end_flag","quota_female_male","attn_fail_other","attn_fail_pt","attn_fail_time","attn_drop","attn_drop_reason","date","video_understand","potential_drop","age","gender","income","edu"
2237,"R_8qxhMhZU4QxzwsJ",NA,NA,NA,NA,NA,2,2,NA,3,NA,NA,2,3,3,3,3,3,3,NA,NA,NA,NA,7,NA,1,1,2,4,1,2,5,NA,4,3,3,4,4,1,1,1,5,4,4,5,5,5,NA,NA,NA,NA,NA,4,5,5,5,5,4,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Very good and simple","28/02/2025","acc_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,2,2,7,3
1893,"R_88FAM2oIwNFlRz9",NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,4,2,3,4,4,3,2,NA,NA,NA,NA,5,NA,1,3,3,2,2,3,3,NA,4,3,2,3,3,1,2,2,5,NA,NA,NA,NA,NA,5,5,5,5,5,4,4,4,4,3,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"The idea of curbing air pollution will improve the health and well-being of citizens","28/02/2025","acc_online","","","small_coalition_big_coalition","","","complete","male","","","",NA,NA,"2025-02-28",5,0,1,1,5,6
1252,"R_8uvtbUwfcKpoKVp",NA,NA,NA,NA,NA,2,1,NA,6,NA,NA,4,3,1,3,3,2,1,NA,NA,NA,NA,1,NA,1,4,1,2,3,3,4,NA,4,5,2,2,5,1,1,2,4,2,3,2,2,3,4,4,5,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","28/02/2025","acc_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",4,0,1,2,1,6
1145,"R_2bHs1XcCBaXAIXh",NA,NA,NA,NA,NA,2,2,NA,6,NA,NA,4,1,1,1,3,3,3,NA,NA,NA,NA,4,NA,1,5,5,5,5,3,5,NA,2,5,5,4,5,1,1,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","28/02/2025","acc_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,2,2,4,6
1491,"R_2rpE8nyIFWKcCku",NA,NA,NA,NA,NA,2,2,NA,7,NA,NA,4,3,2,2,3,2,1,NA,NA,NA,NA,10,NA,1,4,3,2,3,3,2,NA,2,4,4,3,3,1,1,1,4,5,4,4,4,3,NA,NA,NA,NA,NA,4,4,4,4,3,1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"None","28/02/2025","acc_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,2,2,10,7
1773,"R_8lGNBULFtfGNGaQ",NA,NA,NA,NA,NA,2,2,NA,7,NA,NA,4,3,3,3,3,3,2,NA,NA,NA,NA,7,NA,1,4,4,3,4,4,2,NA,2,4,4,4,5,1,2,2,5,4,5,4,4,4,4,5,4,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"It was  nice and straight forward survey","28/02/2025","acc_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",4,0,2,2,7,7
1339,"R_2ZnHA9fuscG3eOR",NA,NA,NA,NA,NA,2,1,NA,6,NA,NA,2,2,3,3,3,3,1,NA,NA,NA,NA,3,NA,1,2,4,2,2,1,4,NA,4,2,2,1,2,1,1,2,5,5,3,4,3,3,NA,NA,NA,NA,NA,5,5,5,4,2,1,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","28/02/2025","acc_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,1,2,3,6
2667,"R_2Dg9O8LZ5tML3wt",NA,NA,NA,NA,NA,2,1,NA,6,NA,NA,3,3,2,2,3,2,2,NA,NA,NA,NA,4,NA,1,2,1,3,5,3,3,NA,2,4,3,2,2,1,1,2,5,NA,NA,NA,NA,NA,5,5,4,4,4,4,3,3,3,3,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","28/02/2025","acc_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,1,2,4,6
16630,"R_8MPXmXynr6miOTV",NA,NA,NA,NA,NA,2,1,NA,3,NA,NA,2,3,3,3,3,3,1,NA,NA,NA,NA,1,NA,1,5,1,5,5,5,5,NA,2,5,5,5,1,1,2,2,5,3,3,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,3,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"I was able to learn something new about pollution today","28/02/2025","acc_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-28",3,0,1,2,1,3
1865,"R_8s5Ku6L4uSLtPCt",NA,NA,NA,NA,NA,2,1,NA,3,NA,NA,2,3,2,3,2,2,1,NA,NA,NA,NA,2,NA,1,2,4,2,2,3,4,NA,4,4,2,3,2,1,1,2,4,2,2,2,2,4,5,5,4,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","28/02/2025","acc_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,1,2,2,3
1957,"R_8ul1r1UjNxsfxK1",NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,3,3,2,4,3,2,2,NA,NA,NA,NA,4,NA,1,5,5,4,2,4,5,NA,4,4,4,4,1,1,1,2,3,NA,NA,NA,NA,NA,5,5,3,3,3,4,4,4,3,3,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"no","28/02/2025","acc_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,2,2,4,2
3338,"R_2jwWl7hqGcqeiBz",NA,NA,NA,NA,NA,2,2,NA,6,NA,NA,2,4,3,3,3,3,2,NA,NA,NA,NA,2,NA,1,3,3,4,4,3,4,NA,2,5,5,3,4,1,1,1,5,5,5,5,4,4,5,5,4,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"no","28/02/2025","acc_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,2,2,2,6
2035,"R_2641kU3zSUJs226",NA,NA,NA,NA,NA,2,1,NA,6,NA,NA,2,4,3,4,2,3,1,NA,NA,NA,NA,3,NA,1,3,3,3,3,3,4,NA,4,4,3,3,3,1,1,2,4,4,4,4,4,4,NA,NA,NA,NA,NA,5,5,5,5,5,1,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Will I be paid for this survey?","28/02/2025","acc_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-28",3,0,1,2,3,6
1201,"R_8WXk9Yrq5iek5SF",NA,NA,NA,NA,NA,2,1,NA,3,NA,NA,5,2,2,3,3,3,2,NA,NA,NA,NA,1,NA,1,3,1,1,2,3,3,NA,3,5,3,2,4,1,1,1,5,5,4,5,3,4,NA,NA,NA,NA,NA,5,5,4,4,4,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","28/02/2025","acc_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,1,2,1,3
2157,"R_2meOygx3SrMtt7n",NA,NA,NA,NA,NA,2,1,NA,3,NA,NA,2,4,3,4,4,2,1,NA,NA,NA,NA,7,NA,2,2,3,2,2,1,1,NA,2,1,1,2,2,1,2,2,5,NA,NA,NA,NA,NA,4,5,5,4,2,4,4,4,4,3,2,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"","28/02/2025","acc_online","","","small_coalition_big_coalition","","","complete","female","","fail","",NA,NA,"2025-02-28",4,0,1,2,7,3
5506,"R_4C9YtxVYxIVmaKq",NA,NA,NA,NA,NA,2,4,NA,NA,NA,3,2,3,2,4,2,2,1,NA,NA,NA,2,NA,NA,1,5,5,2,2,4,4,NA,2,4,4,4,1,1,2,2,5,5,5,4,4,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Tidak","28/02/2025","jak_online","open_ended","","local_gov_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-02-28",5,0,4,2,2,3
3067,"R_2jo666QdxgCM7MR",NA,NA,NA,NA,NA,2,1,NA,6,NA,NA,4,2,3,4,3,3,2,NA,NA,NA,NA,-99,NA,1,2,2,2,3,3,3,NA,2,4,3,3,2,1,1,1,4,NA,NA,NA,NA,NA,3,4,4,4,2,4,4,3,4,2,1,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Yes I want to say for some point space should be provided for us to express how we feel about some situations","28/02/2025","acc_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",4,0,1,2,-99,6
4252,"R_246W3JT9hu44UeJ",NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,2,3,3,3,3,3,3,NA,NA,NA,NA,1,NA,1,3,2,2,4,4,3,NA,2,4,4,4,4,4,2,2,4,NA,NA,NA,NA,NA,4,4,4,4,2,4,4,4,4,2,4,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Thank you so much for asking all this questions about our community","28/02/2025","acc_online","","","small_coalition_big_coalition","","","complete","female","fail","","",NA,NA,"2025-02-28",5,0,1,2,1,2
1334,"R_2WjEMOB7C3YUQO5",NA,NA,NA,NA,NA,2,1,NA,3,NA,NA,4,4,3,2,4,3,2,NA,NA,NA,NA,1,NA,1,4,4,4,4,4,4,NA,2,4,5,4,4,1,1,1,5,4,2,4,2,2,NA,NA,NA,NA,NA,4,2,4,2,2,3,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"It was good and compelling","28/02/2025","acc_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,1,2,1,3
1447,"R_8uNHyFzmsxDjvVc",NA,NA,NA,NA,NA,2,1,NA,6,NA,NA,4,2,4,3,4,2,1,NA,NA,NA,NA,6,NA,1,1,1,3,1,2,2,NA,1,5,2,1,1,1,2,2,4,4,4,3,2,5,3,4,3,4,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"I think the government should put in place proper policy to make the project a successful one","28/02/2025","acc_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,1,2,6,6
3532,"R_8h9o4Ez55pbZMZE",NA,NA,NA,NA,NA,2,1,NA,6,NA,NA,3,3,3,3,3,2,1,NA,NA,NA,NA,1,NA,1,2,2,2,1,2,3,NA,4,3,4,3,2,1,1,2,4,3,4,3,4,4,NA,NA,NA,NA,NA,4,4,4,4,4,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"The survey was ok","28/02/2025","acc_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-28",4,0,1,2,1,6
2935,"R_2GIzedyuaHD26mX",NA,NA,NA,NA,NA,2,3,NA,6,NA,NA,3,4,2,3,3,2,2,NA,NA,NA,NA,5,NA,1,2,3,2,2,2,3,NA,1,2,2,3,2,1,1,2,5,4,4,4,3,5,NA,NA,NA,NA,NA,4,4,4,4,5,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","28/02/2025","acc_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-28",3,0,3,2,5,6
2437,"R_8WIjYp5AkOdXEJP",NA,NA,NA,NA,NA,2,3,NA,6,NA,NA,4,2,2,4,3,2,2,NA,NA,NA,NA,4,NA,1,2,4,4,2,4,4,NA,2,2,2,2,2,1,2,2,4,4,4,4,4,4,5,5,4,5,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"It's long but very educative and thank you for the opportunity to answer these questions.","28/02/2025","acc_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",2,0,3,2,4,6
2966,"R_2ojOrgnhCJ7lNTa",NA,NA,NA,NA,NA,1,4,NA,3,NA,NA,3,2,1,4,4,2,2,NA,NA,NA,NA,8,NA,1,4,4,2,2,4,2,NA,3,2,2,2,2,1,2,2,5,1,1,1,1,1,NA,NA,NA,NA,NA,5,5,5,4,2,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No.","28/02/2025","acc_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-28",5,0,4,1,8,3
1447,"R_2jUm6KvNlUPHwkL",NA,NA,NA,NA,NA,2,2,NA,6,NA,NA,4,4,3,4,2,1,1,NA,NA,NA,NA,8,NA,1,3,4,2,2,3,2,NA,2,4,2,4,1,1,1,2,4,NA,NA,NA,NA,NA,4,4,3,2,4,4,4,3,2,4,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","01/03/2025","acc_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,2,2,8,6
1591,"R_20T8HgK1SaQFHLL",NA,NA,NA,NA,NA,1,2,NA,6,NA,NA,4,4,4,5,4,3,2,NA,NA,NA,NA,8,NA,1,4,4,3,2,3,5,NA,4,4,3,4,4,1,1,1,5,5,4,4,4,5,4,5,3,5,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No","01/03/2025","acc_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-28",5,0,2,1,8,6
1730,"R_8FxMoOqFMsKgxnJ",NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,1,3,4,3,3,3,3,NA,NA,NA,NA,5,NA,1,1,2,2,4,2,2,NA,2,1,2,2,2,1,1,2,1,2,1,2,1,2,NA,NA,NA,NA,NA,5,5,4,4,4,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"It's a very good thing to do and I hope every one tries it","01/03/2025","acc_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-28",4,0,1,1,5,6
1809,"R_2M5rLVzULwHTW0A",NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,4,2,2,4,4,4,2,NA,NA,NA,NA,4,NA,1,4,2,2,1,4,2,NA,3,5,2,2,1,1,1,2,5,2,2,2,2,2,5,4,4,4,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","01/03/2025","acc_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-28",5,0,1,1,4,3
1991,"R_8sakuuIpsduhOQA",NA,NA,NA,NA,NA,1,2,NA,6,NA,NA,1,1,1,2,3,3,3,NA,NA,NA,NA,4,NA,1,1,2,2,2,2,2,NA,2,4,1,4,1,5,1,1,5,NA,NA,NA,NA,NA,5,4,4,4,4,5,5,5,5,5,3,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","01/03/2025","acc_online","","","small_coalition_big_coalition","","","complete","male","fail","","",NA,NA,"2025-02-28",5,0,2,1,4,6
1284,"R_24uEQyv0YoGPuB4",NA,NA,NA,NA,NA,2,1,NA,6,NA,NA,4,3,3,4,3,3,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,NA,4,3,1,3,1,1,2,1,5,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,1,4,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","01/03/2025","acc_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,1,2,1,6
1781,"R_2bI7WvOxLSjeRGx",NA,NA,NA,NA,NA,1,3,NA,6,NA,NA,2,4,5,4,3,3,3,NA,NA,NA,NA,5,NA,1,1,1,5,1,1,5,NA,3,1,1,1,5,4,1,2,5,5,5,2,5,1,NA,NA,NA,NA,NA,5,5,5,5,5,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Long question but small pay.","01/03/2025","acc_online","","","local_gov_small_coalition","","","complete","male","fail","","",NA,NA,"2025-02-28",5,0,3,1,5,6
1850,"R_2egH62H2RfPciOU",NA,NA,NA,NA,NA,1,1,NA,4,NA,NA,5,4,3,5,4,2,2,NA,NA,NA,NA,3,NA,1,5,4,1,2,4,4,NA,2,4,3,4,2,1,1,1,5,4,4,4,4,5,NA,NA,NA,NA,NA,4,4,4,4,5,3,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Not really","01/03/2025","acc_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-28",5,0,1,1,3,4
1236,"R_8fCEMoKUyRNlaIf",NA,NA,NA,NA,NA,1,2,NA,3,NA,NA,2,3,3,3,3,3,3,NA,NA,NA,NA,-99,NA,1,3,3,3,3,3,3,NA,3,3,3,3,3,1,2,2,3,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"No","01/03/2025","acc_online","","","small_coalition_big_coalition","","","complete","male","","","",NA,NA,"2025-02-28",3,0,2,1,-99,3
1284,"R_2Eb9NQcPfwq3Svd",NA,NA,NA,NA,NA,1,1,NA,5,NA,NA,2,3,4,2,3,3,2,NA,NA,NA,NA,2,NA,1,4,4,4,2,2,4,NA,2,5,5,5,4,1,2,2,5,5,4,5,4,5,4,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Should stop asking personal questions","01/03/2025","acc_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-28",5,0,1,1,2,5
2101,"R_4D877STe0nZMecb",NA,NA,NA,NA,NA,2,4,NA,NA,NA,3,3,4,2,2,2,2,2,NA,NA,NA,7,NA,NA,1,4,3,2,2,4,3,NA,2,5,5,5,3,1,1,2,4,NA,NA,NA,NA,NA,4,4,3,4,3,4,4,3,4,3,1,NA,NA,NA,NA,3,4,1,1,NA,1,1,NA,1,1,NA,1,1,NA,4,"Bagus","01/03/2025","jak_online","reward_punish","","small_coalition_big_coalition","","fairness_trust","complete","female","","","",NA,NA,"2025-02-28",3,0,4,2,7,3
1590,"R_8R7K4c1kUWr1eZb",NA,NA,NA,NA,NA,2,1,NA,5,NA,NA,4,2,2,3,3,2,1,NA,NA,NA,NA,2,NA,1,3,3,2,2,2,3,NA,4,3,3,2,2,1,1,2,4,NA,NA,NA,NA,NA,4,3,3,4,3,5,3,4,3,3,1,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"It's actually great you give the youth a chance to voice out our problems","01/03/2025","acc_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",3,0,1,2,2,5
2181,"R_8gtpuARpzxCHhCj",NA,NA,NA,NA,NA,1,1,NA,5,NA,NA,3,2,4,3,3,2,2,NA,NA,NA,NA,1,NA,1,2,2,4,2,2,2,NA,3,4,4,4,4,3,2,2,4,5,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","01/03/2025","acc_online","","","local_gov_big_coalition","","","complete","male","fail","","",NA,NA,"2025-02-28",5,0,1,1,1,5
1487,"R_2n5i5cG45KdgMkF",NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,4,3,4,3,4,4,2,NA,NA,NA,NA,2,NA,1,4,2,1,5,3,5,NA,4,5,4,4,2,1,1,2,5,2,2,2,2,1,NA,NA,NA,NA,NA,5,5,5,5,5,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","01/03/2025","acc_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-28",5,0,1,1,2,3
2232,"R_2jHQl1mEmSMpMuq",NA,NA,NA,NA,NA,2,2,NA,3,NA,NA,5,1,3,4,4,4,4,NA,NA,NA,NA,3,NA,1,5,5,5,5,5,5,NA,2,5,5,5,1,1,2,1,5,5,5,5,4,4,5,5,5,4,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"The survey was a good job to know more about your surroundings.  More room for improvement.  Well done.","01/03/2025","acc_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",5,0,2,2,3,3
1103,"R_86jIvpt3w1P1USl",NA,NA,NA,NA,NA,1,2,NA,5,NA,NA,4,2,2,2,4,2,1,NA,NA,NA,NA,4,NA,1,1,2,2,1,2,3,NA,4,4,2,2,2,1,1,2,4,5,5,5,5,2,5,5,5,5,2,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","01/03/2025","acc_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-28",5,0,2,1,4,5
1894,"R_81pkSJSfA3ZYrqB",NA,NA,NA,NA,NA,2,1,NA,6,NA,NA,4,2,2,4,4,3,2,NA,NA,NA,NA,1,NA,1,2,2,2,2,4,2,NA,1,4,2,4,2,1,1,2,4,4,4,4,4,2,4,4,4,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"","01/03/2025","acc_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-28",3,0,1,2,1,6
1194,"R_8rPaH3YeMMxAW2K",NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,4,4,4,5,3,2,1,NA,NA,NA,NA,-99,NA,1,3,4,3,4,3,3,NA,2,4,3,3,3,1,2,2,5,4,3,4,3,4,NA,NA,NA,NA,NA,5,5,5,3,5,1,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","01/03/2025","acc_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-28",4,0,1,1,-99,3
3253,"R_2gLXHbeh4Qs2AZp",NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,3,3,2,3,2,2,2,NA,NA,NA,NA,-98,NA,1,2,2,2,2,2,2,NA,3,4,2,2,2,1,2,2,4,NA,NA,NA,NA,NA,2,4,2,2,2,4,4,2,2,2,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"None
","01/03/2025","acc_online","","","small_coalition_big_coalition","","","complete","male","","","",NA,NA,"2025-02-28",4,0,1,1,-98,3
1383,"R_83efY7L9bZN6Pkb",NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,1,1,2,3,4,3,2,NA,NA,NA,NA,1,NA,2,4,5,3,1,2,4,NA,4,4,4,3,1,1,1,2,4,NA,NA,NA,NA,NA,4,4,4,4,4,5,2,4,2,5,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"The survey is way too long","01/03/2025","acc_online","","","small_coalition_big_coalition","","","complete","female","","fail","",NA,NA,"2025-02-28",1,0,1,2,1,2
1727,"R_2F8TZZhmsEBOjbD",NA,NA,NA,NA,NA,1,1,NA,3,NA,NA,5,2,1,2,4,4,4,NA,NA,NA,NA,3,NA,1,2,4,2,1,1,4,NA,3,5,2,2,2,1,1,2,5,5,4,2,2,1,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","01/03/2025","acc_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-28",4,0,1,1,3,3
859,"R_2dJWsi4FUpBfaGn",NA,NA,NA,NA,NA,1,4,NA,2,NA,NA,2,2,3,3,3,3,2,NA,NA,NA,NA,1,NA,1,3,3,4,4,4,4,NA,2,4,4,4,4,1,1,2,5,NA,NA,NA,NA,NA,5,4,4,5,5,5,5,4,5,5,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","01/03/2025","acc_online","","","small_coalition_big_coalition","","","complete","male","","fail","",NA,NA,"2025-02-28",5,0,4,1,1,2
1627,"R_8KqiDvizF3mnUBn",NA,NA,NA,NA,NA,2,1,NA,3,NA,NA,4,3,3,3,3,2,3,NA,NA,NA,NA,1,NA,1,4,5,4,2,4,4,NA,2,4,2,4,2,3,1,2,4,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","01/03/2025","acc_online","","","small_coalition_big_coalition","","","complete","female","fail","","",NA,NA,"2025-02-28",4,0,1,2,1,3
